<<<<<<< HEAD
Date,StrategyValue,Benchmark,Returns,Cummax,drawdown,Monat,monthly_returns
2017-02-06,481.19,184.02,-0.0017219202522716914,482.02,-0.1721920252271657,2,0.0
2017-02-07,480.96,184.17,-0.00047798167044210693,482.02,-0.21990788763951752,2,0.0
2017-02-08,480.42,184.09,-0.001122754491017841,482.02,-0.33193643417284885,2,0.0
2017-02-09,481.27,185.01,0.0017692852087756172,482.02,-0.1555952035185262,2,0.0
2017-02-10,482.27,185.58,0.0020778357263073755,482.27,-0.0,2,0.0
2017-02-13,483.03,186.68,0.0015758807307109102,483.03,-0.0,2,0.0
2017-02-14,483.27,187.66,0.0004968635488478146,483.27,-0.0,2,0.0
2017-02-15,483.61,188.66,0.0007035404639228471,483.61,-0.0,2,0.0
2017-02-16,483.16,188.65,-0.0009305018506647889,483.61,-0.09305018506647683,2,0.0
2017-02-17,482.8,188.95,-0.0007450947926153084,483.61,-0.167490333119663,2,0.0
2017-02-21,483.47,190.05,0.0013877381938691702,483.61,-0.028948946465124036,2,0.0
2017-02-22,482.14,190.03,-0.0027509462841541765,483.61,-0.30396393788383763,2,0.0
2017-02-23,482.12,190.39,-4.14817272991197e-05,483.61,-0.3080995016645663,2,0.0
2017-02-24,482.95,190.51,0.001721563096324541,483.61,-0.13647360476417464,2,0.0
2017-02-27,483.26,190.61,0.0006418883942436171,483.61,-0.07237236616282185,2,0.0
2017-02-28,483.24,190.29,-4.138558953770133e-05,483.61,-0.07650792994355049,2,0.005033068507964922
2017-03-01,484.64,192.95,0.0028971111662940974,484.64,-0.0,3,0.0
2017-03-02,484.36,192.03,-0.0005777484318256754,484.64,-0.057774843182562874,3,0.0
2017-03-03,484.36,192.16,0.0,484.64,-0.057774843182562874,3,0.0
2017-03-06,484.92,191.64,0.001156164836072282,484.92,-0.0,3,0.0
2017-03-07,484.45,191.26,-0.0009692320382743702,484.92,-0.09692320382744107,3,0.0
2017-03-08,484.14,190.95,-0.0006399009185674709,484.92,-0.16085127443702663,3,0.0
2017-03-09,485.34,191.28,0.002478621886231158,485.34,-0.0,3,0.0
2017-03-10,485.68,191.83,0.0007005398277497576,485.68,-0.0,3,0.0
2017-03-13,485.75,191.68,0.00014412782078743192,485.75,-0.0,3,0.0
2017-03-14,485.09,191.17,-0.0013587236232630584,485.75,-0.1358723623263047,3,0.0
2017-03-15,486.16,192.48,0.002205776247706792,486.16,-0.0,3,0.0
2017-03-16,486.18,192.33,4.113871976296757e-05,486.18,-0.0,3,0.0
2017-03-17,485.88,191.88,-0.000617055411575973,486.18,-0.061705541157598284,3,0.0
2017-03-20,485.49,191.54,-0.0008026673252654604,486.18,-0.1419227446624702,3,0.0
2017-03-21,479.37,189.32,-0.012605820923190958,486.18,-1.4007157842774285,3,0.0
2017-03-22,478.25,189.5,-0.0023363998581471535,486.18,-1.6310831379324546,3,0.0
2017-03-23,478.41,189.18,0.00033455305802410074,486.18,-1.5981735159817312,3,0.0
2017-03-24,477.95,188.93,-0.000961518362910585,486.18,-1.6927886790900526,3,0.0
2017-03-27,476.91,188.75,-0.002175959828433882,486.18,-1.9067012217697112,3,0.0
2017-03-28,481.79,190.07,0.010232538634123767,486.18,-0.9029577522728179,3,0.0
2017-03-29,482.39,190.13,0.0012453558604370585,486.18,-0.7795466699576331,3,0.0
2017-03-30,482.39,190.76,0.0,486.18,-0.7795466699576331,3,0.0
2017-03-31,481.45,190.2,-0.0019486307759282173,486.18,-0.9728906989180999,3,-0.003704163562619045
2017-04-03,481.77,190.1,0.000664658843078092,486.18,-0.9070714550166656,4,0.0
2017-04-04,481.72,190.41,-0.00010378396330190665,486.18,-0.9173557118762556,4,0.0
2017-04-05,480.82,189.77,-0.0018683052395582767,486.18,-1.1024723353490504,4,0.0
2017-04-06,480.92,189.76,0.00020797803751926303,486.18,-1.081903821629847,4,0.0
2017-04-07,481.2,189.58,0.0005822174166181249,486.18,-1.0243119832160965,4,0.0
2017-04-10,481.1,189.59,-0.00020781379883616502,486.18,-1.044880496935288,4,0.0
2017-04-11,481.2,189.16,0.00020785699438774508,486.18,-1.0243119832160965,4,0.0
2017-04-12,480.65,188.7,-0.0011429758935993517,486.18,-1.1374388086716913,4,0.0
2017-04-13,476.43,187.35,-0.00877977738479141,486.18,-2.0054300876218685,4,0.0
2017-04-17,481.52,188.94,0.010683626136053448,486.18,-0.9584927393146623,4,0.0
2017-04-18,478.6,188.46,-0.006064130254194944,486.18,-1.5590933399152545,4,0.0
2017-04-19,478.65,187.88,0.00010447137484326241,486.18,-1.5488090830556644,4,0.0
2017-04-20,481.3,189.18,0.005536404470907863,486.18,-1.0037434694968932,4,0.0
2017-04-21,479.07,188.56,-0.0046332848535217686,486.18,-1.462421325435027,4,0.0
2017-04-24,482.95,190.65,0.008099025194648002,486.18,-0.6643629931301201,4,0.0
2017-04-25,484.18,191.89,0.0025468474997412116,486.18,-0.411370274383973,4,0.0
2017-04-26,485.22,191.71,0.0021479615019208698,486.18,-0.19745773170430284,4,0.0
2017-04-27,485.18,191.87,-8.243683277697755e-05,486.18,-0.2056851371919865,4,0.0
2017-04-28,485.17,191.8,-2.0610907292106795e-05,486.18,-0.20774198856390447,4,0.0
2017-05-01,484.51,192.24,-0.0013603479192860757,486.18,-0.34349417911062075,5,0.0
2017-05-02,484.39,192.42,-0.0002476729066479555,486.18,-0.36817639557366005,5,0.0
2017-05-03,483.87,192.42,-0.0010735151427568868,486.18,-0.47513266691348927,5,0.0
2017-05-04,484.98,192.44,0.002294004588009102,486.18,-0.24682216463038148,5,0.0
2017-05-05,485.0,192.96,4.123881397166684e-05,486.18,-0.2427084618865455,5,0.0
2017-05-08,484.61,193.22,-0.0008041237113401989,486.18,-0.32292566539141737,5,0.0
2017-05-09,484.15,192.84,-0.0009492168960608671,486.18,-0.4175408284997387,5,0.0
2017-05-10,484.32,192.57,0.0003511308478778563,486.18,-0.3825743551770977,5,0.0
2017-05-11,484.4,192.23,0.0001651800462503239,486.18,-0.36611954420174203,5,0.0
2017-05-12,483.77,192.15,-0.0013005780346820872,486.18,-0.49570118063269264,5,0.0
2017-05-15,484.84,192.9,0.0022117948611943827,486.18,-0.2756180838372685,5,0.0
2017-05-16,483.95,192.87,-0.00183565712399969,486.18,-0.4586778559381336,5,0.0
2017-05-17,482.08,189.22,-0.0038640355408616767,486.18,-0.8433090624871494,5,0.0
2017-05-18,483.56,189.9,0.003070029870561042,486.18,-0.5388950594430055,5,0.0
2017-05-19,485.16,191.06,0.0033087931177102625,486.18,-0.20979883993582246,5,0.0
2017-05-22,485.63,191.92,0.000968752576469667,486.18,-0.11312682545559492,5,0.0
2017-05-23,486.43,192.46,0.0016473446862839136,486.43,-0.0,5,0.0
2017-05-24,486.96,192.87,0.0010895709557385835,486.96,-0.0,5,0.0
2017-05-25,487.3,193.63,0.0006982092985050592,487.3,-0.0,5,0.0
2017-05-26,487.42,193.7,0.0002462548737944825,487.42,-0.0,5,0.0
2017-05-30,487.87,193.51,0.0009232284272291391,487.87,-0.0,5,0.0
2017-05-31,488.06,193.26,0.0003894480086907848,488.06,-0.0,5,0.00595667497990382
2017-06-01,488.73,194.5,0.0013727820349958009,488.73,-0.0,6,0.0
2017-06-02,488.25,195.34,-0.000982137376465575,488.73,-0.09821373764655703,6,0.0
2017-06-05,487.99,195.28,-0.0005325140809011586,488.73,-0.1514128455384382,6,0.0
2017-06-06,487.74,194.84,-0.0005123055800323462,488.73,-0.20256583389601807,6,0.0
2017-06-07,488.2,195.18,0.0009431254356828678,488.73,-0.10844433531807533,6,0.0
2017-06-08,488.28,195.1,0.00016386726751327352,488.73,-0.09207537904365304,6,0.0
2017-06-09,489.39,194.89,0.0022732858196117256,489.39,-0.0,6,0.0
2017-06-12,490.3,194.68,0.0018594576922290607,490.3,-0.0,6,0.0
2017-06-13,490.8,195.39,0.0010197838058332298,490.8,-0.0,6,0.0
2017-06-14,490.47,195.28,-0.0006723716381418221,490.8,-0.06723716381417769,6,0.0
2017-06-15,490.28,194.85,-0.000387383530083496,490.8,-0.10594947025265661,6,0.0
2017-06-16,489.82,194.89,-0.0009382393734191918,490.8,-0.19967400162999557,6,0.0
2017-06-19,490.74,196.59,0.0018782409864848137,490.8,-0.012224938875306086,6,0.0
2017-06-20,490.44,195.4,-0.0006113216774666919,490.8,-0.07334963325183652,6,0.0
2017-06-21,490.64,195.36,0.00040779708017280036,490.8,-0.032599837000820094,6,0.0
2017-06-22,490.65,195.25,2.0381542475078618e-05,490.8,-0.030562347188271007,6,0.0
2017-06-23,490.1,195.54,-0.0011209619891978662,490.8,-0.1426242868785633,6,0.0
2017-06-26,491.4,195.51,0.0026525198938991412,491.4,-0.0,6,0.0
2017-06-27,490.62,193.89,-0.0015873015873015817,491.4,-0.15873015873015317,6,0.0
2017-06-28,494.17,195.59,0.007235742529860145,494.17,-0.0,6,0.0
2017-06-29,489.47,193.95,-0.009510897059716306,494.17,-0.9510897059716269,6,0.0
2017-06-30,489.65,194.13,0.00036774470345468657,494.17,-0.9146649938280427,6,0.0032577961726019122
2017-07-03,486.8,194.64,-0.005820484019197325,494.17,-1.491389602768279,7,0.0
2017-07-05,489.99,195.05,0.006552999178307317,494.17,-0.8458627597790248,7,0.0
2017-07-06,487.27,193.23,-0.005551133696606092,494.17,-1.396280632171122,7,0.0
2017-07-07,490.77,194.3,0.0071828760235599365,494.17,-0.6880223404901217,7,0.0
2017-07-10,491.99,194.48,0.0024858895205492892,494.17,-0.44114373596131023,7,0.0
2017-07-11,492.73,194.33,0.0015040956116993964,494.17,-0.291397697148754,7,0.0
2017-07-12,495.49,195.63,0.005601445010452011,495.49,-0.0,7,0.0
2017-07-13,494.74,196.08,-0.00151365315142582,495.49,-0.1513653151425861,7,0.0
2017-07-14,495.72,196.94,0.0019808384201802642,495.72,-0.0,7,0.0
2017-07-17,495.54,196.81,-0.00036310820624552154,495.72,-0.036310820624547484,7,0.0
2017-07-18,495.2,197.09,-0.0006861201921136706,495.72,-0.10489792624869658,7,0.0
2017-07-19,495.63,198.04,0.0008683360258481265,495.72,-0.018155410312279477,7,0.0
2017-07-20,496.08,198.05,0.0009079353550027758,496.08,-0.0,7,0.0
2017-07-21,496.43,197.77,0.0007055313659087847,496.43,-0.0,7,0.0
2017-07-24,496.03,197.61,-0.0008057530769696175,496.43,-0.08057530769696314,7,0.0
2017-07-25,497.62,198.2,0.0032054512831884985,497.62,-0.0,7,0.0
2017-07-26,497.08,198.45,-0.0010851653872433475,497.62,-0.10851653872433191,7,0.0
2017-07-27,497.1,198.59,4.0234972237929156e-05,497.62,-0.10449740766046015,7,0.0
2017-07-28,498.39,198.1,0.0025950512975256856,498.39,-0.0,7,0.0
2017-07-31,498.62,197.99,0.00046148598487127934,498.62,-0.0,7,0.018319207597263798
2017-08-01,498.79,198.62,0.00034094099715220594,498.79,-0.0,8,0.0
2017-08-02,500.82,199.08,0.004069849034663786,500.82,-0.0,8,0.0
2017-08-03,502.97,198.71,0.004292959546344122,502.97,-0.0,8,0.0
2017-08-04,503.13,199.17,0.0003181104240808086,503.13,-0.0,8,0.0
2017-08-07,503.44,199.5,0.0006161429451632117,503.44,-0.0,8,0.0
2017-08-08,503.16,199.13,-0.0005561735261401246,503.44,-0.05561735261401015,8,0.0
2017-08-09,503.07,199.12,-0.00017886954447898784,503.44,-0.07349435881137863,8,0.0
2017-08-10,500.68,196.35,-0.004750829904387022,503.44,-0.5482281900524374,8,0.0
2017-08-11,501.93,196.69,0.002496604617719944,503.44,-0.29993643731129643,8,0.0
2017-08-14,505.45,198.56,0.007012930089853153,505.45,-0.0,8,0.0
2017-08-15,505.12,198.51,-0.0006528835690967627,505.45,-0.0652883569096813,8,0.0
2017-08-16,506.93,198.65,0.0035833069369655135,506.93,-0.0,8,0.0
2017-08-17,504.07,195.66,-0.005641804588404686,506.93,-0.5641804588404737,8,0.0
2017-08-18,504.1,195.19,5.9515543476162946e-05,506.93,-0.558262481999484,8,0.0
2017-08-21,505.47,195.41,0.0027177147391390655,506.93,-0.2880082062612155,8,0.0
2017-08-22,509.73,197.32,0.008427799869428432,509.73,-0.0,8,0.0
2017-08-23,509.11,196.6,-0.0012163302140348886,509.73,-0.12163302140348901,8,0.0
2017-08-24,509.82,196.13,0.0013945905599968,509.82,-0.0,8,0.0
2017-08-25,510.18,196.37,0.0007061315758503106,510.18,-0.0,8,0.0
2017-08-28,509.44,196.58,-0.0014504684621113872,510.18,-0.14504684621114294,8,0.0
2017-08-29,509.31,196.99,-0.0002551821608040017,510.18,-0.1705280489239101,8,0.0
2017-08-30,511.4,197.81,0.004103591133101547,511.4,-0.0,8,0.0
2017-08-31,512.65,198.87,0.0024442706296441408,512.65,-0.0,8,0.028137659941438242
2017-09-01,513.22,199.14,0.001111869696674317,513.22,-0.0,9,0.0
2017-09-05,510.43,197.59,-0.005436265149448616,513.22,-0.5436265149448619,9,0.0
2017-09-06,510.76,198.27,0.0006465137237230412,513.22,-0.4793266045750431,9,0.0
2017-09-07,508.79,198.26,-0.003856997415615848,513.22,-0.8631775846615499,9,0.0
2017-09-08,509.56,197.64,0.0015133945242633562,513.22,-0.7131444604653023,9,0.0
2017-09-11,512.15,199.74,0.005082816547609559,513.22,-0.20848758816882623,9,0.0
2017-09-12,513.28,200.55,0.0022063848481890247,513.28,-0.0,9,0.0
2017-09-13,513.74,200.89,0.0008961970074814474,513.74,-0.0,9,0.0
2017-09-14,513.3,200.67,-0.0008564643594036747,513.74,-0.08564643594036955,9,0.0
2017-09-15,512.76,200.93,-0.0010520163646989822,513.74,-0.19075797095807573,9,0.0
2017-09-18,512.74,201.14,-3.9004602543024625e-05,513.74,-0.19465099077354303,9,0.0
2017-09-19,512.18,201.69,-0.0010921714709209995,513.74,-0.30365554560673863,9,0.0
2017-09-20,511.92,201.85,-0.0005076340349094988,513.74,-0.354264803207847,9,0.0
2017-09-21,511.53,201.17,-0.0007618377871543291,513.74,-0.43017868960953715,9,0.0
2017-09-22,511.28,201.21,-0.0004887298887650271,513.74,-0.47884143730292295,9,0.0
2017-09-25,511.15,200.66,-0.0002542638084807036,513.74,-0.5041460661034827,9,0.0
2017-09-26,511.9,200.59,0.0014672796635037955,513.74,-0.3581578230233254,9,0.0
2017-09-27,511.92,201.34,3.907013088499944e-05,513.74,-0.354264803207847,9,0.0
2017-09-28,512.05,201.59,0.00025394592905136903,513.74,-0.32896017440729836,9,0.0
2017-09-29,512.51,202.22,0.0008983497705303822,513.74,-0.23942071865146147,9,0.0
2017-10-02,512.36,203.05,-0.0002926772160543045,513.74,-0.2686183672674885,10,0.0
2017-10-03,513.63,203.52,0.0024787258958545166,513.74,-0.021411608985092388,10,0.0
2017-10-04,514.31,203.5,0.0013239102077369225,514.31,-0.0,10,0.0
2017-10-05,515.43,204.82,0.0021776749431277054,515.43,-0.0,10,0.0
2017-10-06,515.18,204.55,-0.0004850319150999649,515.43,-0.04850319151000136,10,0.0
2017-10-09,515.43,204.3,0.00048526728522069185,515.43,-0.0,10,0.0
2017-10-10,516.02,204.82,0.0011446753196360238,516.02,-0.0,10,0.0
2017-10-11,516.35,205.26,0.0006395100965079781,516.35,-0.0,10,0.0
2017-10-12,515.54,204.56,-0.0015687033988575072,516.35,-0.15687033988574786,10,0.0
2017-10-13,515.42,204.76,-0.00023276564379093312,516.35,-0.18011039023919118,10,0.0
2017-10-16,516.21,205.33,0.001532730588646336,516.35,-0.02711339207901353,10,0.0
2017-10-17,515.89,205.63,-0.0006199027527558076,516.35,-0.08908685968820303,10,0.0
2017-10-18,517.0,205.78,0.0021516214696932767,517.0,-0.0,10,0.0
2017-10-19,518.72,205.59,0.003326885880077457,518.72,-0.0,10,0.0
2017-10-20,518.82,206.41,0.0001927822331895257,518.82,-0.0,10,0.0
2017-10-23,518.97,205.49,0.0002891176130448425,518.97,-0.0,10,0.0
2017-10-24,519.68,205.79,0.0013680944948646356,519.68,-0.0,10,0.0
2017-10-25,519.71,204.99,5.772783251245528e-05,519.71,-0.0,10,0.0
2017-10-26,516.75,205.0,-0.005695484019934249,519.71,-0.5695484019934264,10,0.0
2017-10-27,515.29,207.29,-0.0028253507498791075,519.71,-0.8504743029766739,10,0.0
2017-10-30,512.2,206.69,-0.00599662326068795,519.71,-1.4450366550576264,10,0.0
2017-10-31,513.05,206.7,0.001659508004685506,519.71,-1.2814839044852093,10,0.0010536379777954519
2017-11-01,513.61,207.3,0.0010915115485821136,519.71,-1.1737315041080645,11,0.0
2017-11-02,512.87,207.18,-0.0014407819162399749,519.71,-1.316118604606421,11,0.0
2017-11-03,513.3,207.9,0.0008384190925574408,519.71,-1.2333801543168461,11,0.0
2017-11-06,511.71,207.96,-0.003097603740502608,519.71,-1.5393200053876308,11,0.0
2017-11-07,513.08,208.03,0.0026772976881437316,519.71,-1.275711454464989,11,0.0
2017-11-08,513.53,208.26,0.0008770562095579137,519.71,-1.1891247041619486,11,0.0
2017-11-09,513.26,207.65,-0.0005257725936167468,519.71,-1.2410767543437773,11,0.0
2017-11-10,512.81,207.35,-0.0008767486264272817,519.71,-1.3276635046468397,11,0.0
2017-11-13,513.0,207.43,0.00037050759540591116,519.71,-1.2911046545188731,11,0.0
2017-11-14,513.21,206.68,0.0004093567251461927,519.71,-1.250697504377441,11,0.0
2017-11-15,512.13,205.59,-0.0021044017069037357,519.71,-1.4585057051047778,11,0.0
2017-11-16,514.22,207.26,0.004080995059848158,519.71,-1.056358353697256,11,0.0
2017-11-17,513.91,206.43,-0.000602854809225728,519.71,-1.1160070039060377,11,0.0
2017-11-20,513.98,206.59,0.00013621062053670308,519.71,-1.1025379538588862,11,0.0
2017-11-21,515.33,208.16,0.0026265613447995495,519.71,-0.8427777029497211,11,0.0
2017-11-22,515.85,208.09,0.0010090621543477063,519.71,-0.7427219025995292,11,0.0
2017-11-24,515.77,208.55,-0.0001550838422023082,519.71,-0.7581151026534133,11,0.0
2017-11-27,515.12,208.57,-0.001260251662562717,519.71,-0.883184853091153,11,0.0
2017-11-28,517.97,210.65,0.005532691411709978,519.71,-0.3348021011718091,11,0.0
2017-11-29,518.51,210.59,0.0010425314207385128,519.71,-0.23089800080815173,11,0.0
2017-11-30,518.51,212.33,0.0,519.71,-0.23089800080815173,11,0.010642237598674553
2017-12-01,519.22,212.04,0.0013693082100634246,519.71,-0.09428335032999348,12,0.0
2017-12-04,518.91,212.0,-0.000597049420284379,519.71,-0.1539320005387751,12,0.0
2017-12-05,520.86,211.39,0.0037578770885124957,520.86,-0.0,12,0.0
2017-12-06,522.7,211.37,0.0035326191299005494,522.7,-0.0,12,0.0
2017-12-07,524.51,211.75,0.003462789362923102,524.51,-0.0,12,0.0
2017-12-08,526.12,212.88,0.003069531562791994,526.12,-0.0,12,0.0
2017-12-11,525.5,213.9,-0.0011784383790770514,526.12,-0.11784383790770253,12,0.0
2017-12-12,525.38,214.63,-0.0002283539486204189,526.12,-0.14065232266403274,12,0.0
2017-12-13,525.9,214.59,0.0009897597929118263,526.12,-0.041815555386609,12,0.0
2017-12-14,526.51,213.92,0.0011599163339037766,526.51,-0.0,12,0.0
2017-12-15,526.62,215.76,0.00020892290744711772,526.62,-0.0,12,0.0
2017-12-18,527.4,216.77,0.0014811438988264758,527.4,-0.0,12,0.0
2017-12-19,527.4,216.06,0.0,527.4,-0.0,12,0.0
2017-12-20,527.4,215.74,0.0,527.4,-0.0,12,0.0
2017-12-21,527.64,216.44,0.0004550625711035039,527.64,-0.0,12,0.0
2017-12-22,527.86,216.19,0.0004169509514062586,527.86,-0.0,12,0.0
2017-12-26,527.56,215.75,-0.0005683325124087313,527.86,-0.05683325124087224,12,0.0
2017-12-27,528.36,215.95,0.001516415194480425,528.36,-0.0,12,0.0
2017-12-28,529.0,216.24,0.0012112953289422634,529.0,-0.0,12,0.0
2017-12-29,528.97,215.12,-5.671077504720845e-05,529.0,-0.00567107750472074,12,0.0
2018-01-02,528.46,217.01,-0.0009641378528082445,529.0,-0.10207939508505928,1,0.0
2018-01-03,528.81,218.32,0.0006623017825377886,529.0,-0.03591682419660767,1,0.0
2018-01-04,528.88,219.32,0.00013237268584198603,529.0,-0.02268431001890445,1,0.0
2018-01-05,528.88,221.01,0.0,529.0,-0.02268431001890445,1,0.0
2018-01-08,529.28,221.11,0.0007563152321887756,529.28,-0.0,1,0.0
2018-01-09,528.62,221.48,-0.0012469770253928925,529.28,-0.12469770253929267,1,0.0
2018-01-10,527.86,221.45,-0.001437705724338878,529.28,-0.26828899637242276,1,0.0
2018-01-11,527.49,222.88,-0.0007009434319705798,529.28,-0.3381952841596062,1,0.0
2018-01-12,527.14,224.47,-0.0006635196875770522,529.28,-0.40432285368802645,1,0.0
2018-01-16,527.05,223.97,-0.00017073263269729022,529.28,-0.4213270858524823,1,0.0
2018-01-17,527.36,226.07,0.0005881794896120951,529.28,-0.36275695284158843,1,0.0
2018-01-18,526.66,225.75,-0.0013273665048544325,529.28,-0.49501209189842893,1,0.0
2018-01-19,526.3,226.5,-0.0006835529563665732,529.28,-0.5630290205562308,1,0.0
2018-01-22,526.32,228.5,3.8001140034271685e-05,529.28,-0.5592503022974461,1,0.0
2018-01-23,527.28,228.64,0.0018239854081165685,529.28,-0.3778718258766627,1,0.0
2018-01-24,527.09,228.47,-0.00036033985738115337,529.28,-0.4137696493349345,1,0.0
2018-01-25,527.74,228.74,0.0012331859834182612,529.28,-0.2909613059250234,1,0.0
2018-01-26,527.74,231.64,0.0,529.28,-0.2909613059250234,1,0.0
2018-01-29,527.74,230.11,0.0,529.28,-0.2909613059250234,1,0.0
2018-01-30,527.74,227.63,0.0,529.28,-0.2909613059250234,1,0.0
2018-01-31,527.74,227.54,0.0,529.28,-0.2909613059250234,1,-0.00232527364500823
2018-02-01,527.74,227.67,0.0,529.28,-0.2909613059250234,2,0.0
2018-02-02,527.3,222.67,-0.0008337438890363424,529.28,-0.3740931076178995,2,0.0
2018-02-05,521.07,213.07,-0.011814906125545033,529.28,-1.5511638452236858,2,0.0
2018-02-06,531.49,217.18,0.019997313220872392,531.49,-0.0,2,0.0
2018-02-07,527.59,215.92,-0.00733786148375315,531.49,-0.733786148375318,2,0.0
2018-02-08,514.03,207.69,-0.025701776000303322,531.49,-3.2851041411879875,2,0.0
2018-02-09,519.19,210.77,0.010038324611404192,531.49,-2.3142486217990843,2,0.0
2018-02-12,527.02,213.78,0.015081184152236915,531.49,-0.8410318162147976,2,0.0
2018-02-13,528.46,214.35,0.0027323441235627133,531.49,-0.5700953921992836,2,0.0
2018-02-14,530.69,216.96,0.004219808500170341,531.49,-0.1505202355641601,2,0.0
2018-02-15,535.15,219.72,0.008404153083721111,535.15,-0.0,2,0.0
2018-02-16,534.07,219.8,-0.0020181257591328494,535.15,-0.20181257591328172,2,0.0
2018-02-20,533.75,218.31,-0.0005991723931321191,535.15,-0.26160889470241566,2,0.0
2018-02-21,532.63,217.16,-0.002098360655737763,535.15,-0.47089601046435237,2,0.0
2018-02-22,533.29,217.53,0.0012391341081050555,535.15,-0.34756610296178897,2,0.0
2018-02-23,536.55,220.98,0.006112996680980309,536.55,-0.0,2,0.0
2018-02-26,538.71,224.09,0.004025719876991962,538.71,-0.0,2,0.0
2018-02-27,538.45,221.15,-0.0004826344415362893,538.71,-0.04826344415362456,2,0.0
2018-02-28,536.39,218.53,-0.0038257962670629198,538.71,-0.4306584247554436,2,0.01639064690946279
2018-03-01,531.89,215.37,-0.008389418147243588,538.71,-1.265987265875898,3,0.0
2018-03-02,532.01,216.19,0.0002256105585740631,538.71,-1.243711830112685,3,0.0
2018-03-05,538.58,218.53,0.012349391928723197,538.71,-0.02413172207681228,3,0.0
2018-03-06,538.7,218.65,0.0002228081250696956,538.71,-0.0018562863135993214,3,0.0
2018-03-07,536.48,218.52,-0.004121032114349443,538.71,-0.4139518479330285,3,0.0
2018-03-08,537.53,219.62,0.0019572025052190245,538.71,-0.21904178500493096,3,0.0
2018-03-09,542.47,223.45,0.00919018473387534,542.47,-0.0,3,0.0
2018-03-12,542.09,223.21,-0.0007004995667962977,542.47,-0.07004995667963121,3,0.0
2018-03-13,540.44,221.51,-0.00304377501890829,542.47,-0.37421424226223987,3,0.0
2018-03-14,539.16,220.19,-0.0023684405299386757,542.47,-0.6101719910778585,3,0.0
2018-03-15,539.22,220.14,0.00011128421989781145,542.47,-0.5991114716021162,3,0.0
2018-03-16,541.33,220.26,0.0039130596046141886,542.47,-0.21014987003889363,3,0.0
2018-03-19,537.06,216.75,-0.00788797960578591,542.47,-0.9972901727284609,3,0.0
2018-03-20,536.08,216.81,-0.0018247495624322818,542.47,-1.177945324165389,3,0.0
2018-03-21,536.86,216.28,0.001455006715415541,542.47,-1.034158570980886,3,0.0
2018-03-22,528.04,210.53,-0.0164288641359015,542.47,-2.6600549339134076,3,0.0
2018-03-23,519.94,206.01,-0.015339746988864311,542.47,-4.153225063137127,3,0.0
2018-03-26,528.23,211.82,0.015944147401623088,542.47,-2.6250299555735817,3,0.0
2018-03-27,520.82,207.96,-0.014027980235882032,542.47,-3.9910041108264007,3,0.0
2018-03-28,520.7,207.55,-0.00023040589839096182,542.47,-4.013125149777864,3,0.0
2018-03-29,527.49,210.43,0.013040138275398405,542.47,-2.7614430291076038,3,0.0
2018-04-02,519.38,205.76,-0.01537469904642741,542.47,-4.256456578243964,4,0.0
2018-04-03,521.28,208.41,0.003658207863221463,542.47,-3.9062067948458075,4,0.0
2018-04-04,527.82,210.87,0.012546040515653889,542.47,-2.7006101719910736,4,0.0
2018-04-05,530.55,212.58,0.005172217801522994,542.47,-2.1973565358453135,4,0.0
2018-04-06,526.29,207.96,-0.008029403449250738,542.47,-2.9826534186222395,4,0.0
2018-04-09,528.07,208.74,0.0033821657261208227,542.47,-2.6545246741755264,4,0.0
2018-04-10,531.25,212.39,0.006021928910939778,542.47,-2.068317141961772,4,0.0
2018-04-11,531.86,211.02,0.0011482352941176721,542.47,-1.9558685272918344,4,0.0
2018-04-12,532.68,212.87,0.0015417591095399086,542.47,-1.8047080944568503,4,0.0
2018-04-13,532.57,212.28,-0.0002065029661333373,542.47,-1.8249857134956728,4,0.0
2018-04-16,531.7,213.79,-0.0016335880729293484,542.47,-1.9853632458937787,4,0.0
2018-04-17,531.33,216.07,-0.0006958811359789596,542.47,-2.0535697826607895,4,0.0
2018-04-18,531.18,215.87,-0.0002823104285474276,542.47,-2.081221081350135,4,0.0
2018-04-19,529.66,214.89,-0.002861553522346405,542.47,-2.3614209080686597,4,0.0
2018-04-20,528.31,212.81,-0.0025488048937054586,542.47,-2.61028259627262,4,0.0
2018-04-23,527.99,212.81,-0.0006057049838161799,542.47,-2.6692720334765085,4,0.0
2018-04-24,523.69,209.79,-0.008144093638136951,542.47,-3.4619425959039156,4,0.0
2018-04-25,524.87,210.07,0.0022532414214515573,542.47,-3.244419046214541,4,0.0
2018-04-26,528.23,212.58,0.006401585154419243,542.47,-2.6250299555735817,4,0.0
2018-04-27,527.18,212.71,-0.0019877704787688577,542.47,-2.8185890463988934,4,0.0
2018-04-30,525.28,211.05,-0.003604082097196315,542.47,-3.1688388297970493,4,-0.004189652884414752
2018-05-01,526.56,211.71,0.0024367956137678615,542.47,-2.932881080981452,5,0.0
2018-05-02,520.06,210.3,-0.012344272257672428,542.47,-4.131104024185684,5,0.0
2018-05-03,519.83,209.81,-0.0004422566626925972,542.47,-4.17350268217597,5,0.0
2018-05-04,525.39,212.67,0.010695804397591324,542.47,-3.148561210758206,5,0.0
2018-05-07,527.04,213.51,0.003140524182036142,542.47,-2.844396925175597,5,0.0
2018-05-08,526.63,213.42,-0.0007779295689130938,542.47,-2.9199771415930895,5,0.0
2018-05-09,527.12,215.58,0.0009304445246187676,542.47,-2.8296495658746146,5,0.0
